en,sw
"Augustine S, a Cameroonian based in Canada seems pleased with the speech's direct attack on corruption and bad governance but wants more:","Augustine S, Mkameruni anayeishi Kanada anaonekana kuridhishwa na hotuba hiyo iliyokemea ufisadi moja kwa moja pamoja na utawala mbovu lakini anataka zaidi:"
"The reason that government gave, believe it or not, was that 'the contents can influence the people to revolt against the leaders and government policies'... Cartoons can cause the people to revolt?","Sababu iliyotolewa na serikali, amini usiamini, ni kwamba 'yaliyochapishwa yanaweza kuwafundisha watu kukaidi dhidi ya viongozi na sera za serikali'...Vibonzo (katuni) vinaweza kusababisha watu kuasi?"
You want to offer analysis and points of view?,Unataka kufanya uchambuzi na kutoa maoni yako?
"Uganda’s Museveni grooms wife, Janet, to succeed him ., They never learn, do they?","Mke wa ndoa wa Museveni, Janet, anataka kumrithi rais. Hawa watu hawajifunzi?"
Russian-language tweets about “maidan” or “kiev” (orange) versus tweets about “sochi” or the “olympics” (blue).,"Russian-language tweets about “maidan” or “kiev” (orange) versus tweets about “sochi” or the “olympics” (blue). Twiti za ki-Rusi kuhusu ghasia za ""kiev"" (rangi ya chungwa) na twiti za ""sochi"" ama ""Olimpiki"" (bluu)."
"Police Sta, Cathedral, Downtown teleco, Church St Anne all destroyed"".","Mara baada ya saa 1 jioni kwa saa za Haiti, Morse aliandika kwamba:"
"India protested vehemently against recent gang-rapes, Imphal cried out for justice against sexual harassment of a girl.","Mjini Imphal , watu walipaza sauti zao ili kutafuta haki dhidi ya unyanyasaji wa kijinsia wa msichana."
"This makes it possible for fraud, waste, and misappropriation of funds to occur therefore crippling the nation’s ability to quickly respond to the crisis.","Hali hii inafanya uwepo uwezekano wa kutokea vitendo vya kifisadi, upotevu na hata matumizi mabaya ya fedha na hivyo kuzorotesha uwezo wa taifa hilo kupambana na janga hilo."
"It is not clear to me whether the government’s move sprung from its idea that overpopulation is one of the root causes of grinding poverty in the Philippines and hence, it must be put into a lower gear. (N.B.: I always assume perhaps with precision that the main roots of poverty in the country are graft and corruption and the unabated abuse and destruction of the environment and natural resources.)",Haipo wazi kwangu iwapo hatua hii ya serikali inapata imetokana na fikra yake kuwa chanzo cha umasikini ni idadi kubwa sana ya watu nchini Ufilipino na hivyo ni lazima kasi ya kuzaliana ipunguzwe (N.B.: Siku zote huwa naamini kuwa msingi mkuu wa umasikini ni ubadhilifu na rushwa pia uharibifu wa mazingira usiodhibitiwa.)
"Nelson, neon lights cast upon the night","Nelson, mwanga angavu uliomwulika giza"
Dealing with the root cause is the only solution to this on-going tragedy.,Kushughulikia mzizi wa tatizo ndiyo suluhisho pekee la janga hili linalojirudia rudia.
"However, these denials by DSS and Kaduna State Government neither mitigates the agony of Dadiyatas wife and their two children nor does it restore his liberty.","Hata hivyo, kukana kuhusika kwa Usalama wa Taifa na serikali ya jimbo la Kaduna hakuondoi sononeko la mke wa Dadiyata na watoto wao wawili wala hairejeshi uhuru wake."
"But they can discretely drop in on me between basketball games or after a trip to the computer lab to ask questions, access services and get advice.”","Lakini wanaweza kunijia wenyewe wakati wa michezo ya mpira wa kikapu au baada ya ziara ya kutembelea maabara ya tarakilishi kuniuliza maswali, kupata huduma na ushauri. ”"
"However, he took no steps to stop this, and a few minutes later a tear gas cannister was shot into Mwangosi's stomach from point blank range.","Hata hivyo, hakuchukua hatua yoyote kuzuia ukatili huo, na dakika chache baadae bomu la kutoa machozi lililipuliwa kwa karibu mno kuelekea kwenye sehemu ya tumbo la Mwangosi."
Keep well and enjoy your Weekend.,Kaeni vyema na furahieni mwisho mwema wa wiki.
‏@nfaoforiatta: It is clear they know they lost.,‏@nfaoforiatta: Ni wazi wamepoteza uchaguzi.
#ISISmediaBlackout,#KuzuiwakwavyanzovyahabarivyaISIS
By 2017 REFUNITE aims to register 1 million displaced people.,Mpaka 2017 REFUNITE imelenga kusajili wakimbizi milioni moja.
"Public prosecutors alleged that the accused published audio information on a WhatsApp group called the ""Soka Group"", that was intended to mislead the public during the October 2015 Tanzanian general elections, which were plagued by accusations of vote-rigging.","Mwendesha mashtaka wa serikali alidai kwamba watuhumiwa hao walichapisha taarifa ya sauti kwenye kundi la WhatsApp linaloitwa ""Soka Group"", ambayo ilikusudia kupotosha umma wakati wa uchaguzi mkuu wa Oktoba 2015 nchini Tanzania , ambao uligubikwa na madai ya wizi wa kura."
"Besides the presence of medicines not included in the World Health Organization malaria treatment guidelines, the ease with which medications were procured without accurate diagnosis poses another major risk to patients' safety. In addition, this could have serious implications for the development of drug-resistant strains of Plasmodium parasites, particularly Falciparum, as novel treatments are not foreseeable in the near future.","Zaidi ya madawa ambayo hayajapigwa marufuku na Shirika la AFya Duniani ya kukinga malaria, urahisi wa kutengeneza dawa hizi pia ni hatari kubwa kwa maisha ya wagonjwa."
CC BY-NC 2.0.,CC BY-NC 2.0.
Fun fact: When Robert Mugabe was born the Ottoman Caliphate still existed.,"Ukweli unaofurahisha: Kipindi Robert Mugabe alipozaliwa, Milki ya Khalifa ya Uturuki bado ilikuwepo."
"Send a Cow, a UK-based international development charity, organized a live Twitter chat, #askLesotho, on February 24, 2016, to discuss Lesotho's worst drought in recent history and the relative lack of media attention.","Shirika la Hisani la Kimataifa lenye makazi yake nchini Uingereza linalofahamika kama Send a Cow, liliratibu soga la 'twita', #askLesotho, mnamo februari 24, 2016, kuijadili Lesotho iliyokubwa na ukame mbaya kuwahi kutokea nchini humo sambamba na ukimya wa kushangaza kwenye vyombo vikuu vya habari."
The website you are reading today started out as a blog that Ethan Zuckerman and I set up to organize that workshop.,Tovuti unayoisoma leo ilianza kama blogu ambayo Ethan Zuckerman na mimi tuliitengeneza ili kuandaa warsha hiyo.
"Kenyan blogger, Chris, asks, ""Will there be trouble in Tanzania after election?"":","Mwanablogu wa Kenya, Chris, anauliza, “Je, kutatokea vurugu nchini Tanzania baada ya uchaguzi?"":"
The five denied the charges.,Wote watano walikana mashitaka.
How does RZ deal with filtering?,RZ inakabili vipi uchujaji wa habari?
They killed people with young children,Waliwatumia watoto kwenye mauaji haya ya kikatili.
Perhaps it's wise to wait and see what other facts present themselves?,Labda ni busara kukaa na kusubiri Ukweli mwingine utakavyojitokeza wenyewe?
Are student-mothers key influencers of adolescent pregnancies?,"Je, wasichana hawa ndio kichocheo cha mimba mashuleni?"
"The original article has since been taken down by Aqlame, but is still available online.",Makala halisi iliondolewa katika tovuti hiyo na Aqlame lakini bado ipo katika mitandao
Ranajay Gupta was nostalgic too when he saw the Hardeo glass factory:,Ranajay Gupta pale alipoona kiwanda cha glasi cha Hardeo:
Disu concludes:,Disu anahitimisha:
"@jamnam1982 #askLesotho Livestock production is equally affected because it depends on rangelands and water — Manthethe Monethi (@SendaCowLesotho) February 24, 2016",Uzalishaji wa mifugo nao umeathiriwa kwa kiwango kile kile kwa sababu nao unategemea majani na maji
"Philp also lists well over a dozen Caribbean literary and scholarly journals online, some of them traditional printed journals that also maintain a web presence, and some entirely web-based.","Philp pia anaorodhesha zaidi ya dazeni nzima ya majarida ya mtandaoni kuhusu Usomaji wa Kikaribea, baadhi yake yakiwa ni majarida yaliyopigwa chapa na ambayo yanaendesha kurasa zao za mitandaoni, baadhi yakiwa ni ya mtandaoni pekee."
Tanzania legalized multi-party democracy in 1992 under Article 3 (1) of the constitution.,Tanzania ilihalalisha kuwa na siasa za vyama vingi mwaka 1992 chini ya ibara ya 3 (1) ya katiba.
He earned several other degrees between 1991-2001 and worked in marketing.,Kati ya miaka ya 1991-2001 alipata shahada mbalimbali na kufanya kazi katika idara ya masoko.
Interviewer: She told you what happened on the telephone?,"Mwandishi: Je, alikueleza yale yaliyotokea kwenye simu?"
It is no longer plausible that educated people (or even uneducated ones) should live in their countries of birth.,Imani kwamba watu wenye elimu (au hata wasiosoma) wanapaswa kuishi katika nchi walizozaliwa imepitwa na wakati.
They met on Saturday first.,Kwanza walikutana siku ya Jumamosi.
Some question if it is due to the fact that Tanzania is preparing for elections in late October 2015.,Baadhi wanahoji ikiwa ni kwa ajili ya maandalizi ya uchaguzi utakaofanyika mwishoni mwa mwezi Oktoba mwaka huu nchini Tanzania.
"Manjira Khurana (@KhuranaManjira), Country Head, Advocacy & Communications at HelpAge India, believes that efforts like this could help sensitize young people to the needs of the elderly.","Manjira Khurana (@KhuranaManjira), Mkuu wa kitaifa, utetezi na Mawasiliano katika shirika la HelpAge India, anaamini kwamba jitihada kama hizi zinaweza kuwasaidia vijana kuelewa mahitaji ya wazee."
This from the man who was in the media again this morning for a using a racial slur against Indians.,Hii ni kutoka kwa mtu ambaye alikuwa kwenye vyombo vya habari asubuhi ya leo kwa kutumia maneno ya kibaguzi dhidi ya Wahindi.
"Adame is the seventh journalist murdered in Mexico in 2017, as human rights defender Cencos pointed out.","Adame ni ni mwandishi wa habari wa saba kuuawa nhcini Mexico kwa mwaka 2017, kama alivyobainisha mtetezi wa haki za binadamu, Cencos."
"And Independence '05 blog , from Lebanon, publishes more photos of the ""flag industry"" that flourishes due to World Cup:","Na blogu ya Independence '05 , kutoka Lebanoni, inachapisha picha zaidi za “kiwanda cha bendera” ambacho kinashamiri kutokana na kombe la dunia:"
In future I hope to release many more apps and continue to study Computer Science at (the) university.,Mbeleni ninatarajia kutoa zana tumizi zaidi na kuendelea kujifunza zaidi fani ya Sayansi ya Kompyuta chuoni.
Photo from Facebook of LicadhoMore than 500 Cambodians joined a protest march during the World Habitat Day celebration in Phnom Penh to highlight forced evictions and land disputes in the country.,Picha kutoka ukurasa wa Facebook wa Licadho Zaidi ya Wa-Cambodia 500 walijiunga na maandamano wakati wa maadhimisho ya Siku ya Makazi Duniani katika Phnom Penh kuonyesha kufukuzwa kwa nguvu na migogoro ya ardhi nchini.
"MozFestEA will take place from July 17th - 19th 2015, at Victoria University, Kampala, Uganda under the theme,“Building solutions for Africa's challenges, together on the web”:","MozFestEA ni tukio litakalofanyika kuanzia Julai 17 - 19, 2015 kwenye Chuo Kikuu cha Victoria, Kampala, Uganda likiwa na maudhui makuu, ""Kutafuta Majibu ya Changamoto za Afrika, kwa pamoja mtandaoni"":"
"For instance, on February 28, at 8.45 a.m. the flight of more than 10 military helicopters was monitored by the technical observation post located on the cape of Takil from the direction of the Russian Federation to Ukraine.","Kwa mfano, Februari 28, saa 2.45 asubuhi urukaji wa ndege 10 za kijeshi ulifuatiliwa na kituo cha uangalizi kilichopo katika eneo la Takil kutokea Shirikisho la Urusi kuelekea Ukraine."
What about the rest of us?,Je vipi kuhusu tuliosalia?
1 million people may not sound to be that much to you but you have to remember that it is mainly the poor people living in rural areas who got benefited through this technology.,Watu milioni 1 wanaweza kusikika kama vile si wengi sana kwako lakini inakupasa ukumbuke kuwa kwa kiasi kikubwa ni watu masikini wanaoishi sehemu za vijijini ambao wamenufaika na teknolojia hii.
I have three daughters and a son.,Ninao watoto watatu wa kike na wa kiume mmoja.
According to the Tanzania Health and Demographic Survey (THDS) 2015–16 the rate of adolescent pregnancies in mainland Tanzania is considerably high at 27%.,Kufuatana na tafiti za Shirika la Afya na Makazi mwaka (THDS) 2015–16 idadi ya mimba za utotoni Tanzania bara imeongezeka kwa asilimia 27.
People on Twitter did not miss the chance to mock this fact: @MAkhnoukh: Breaking News: Torah Jail is now called Torah Republic and it's citizens demand their independence.,"Kupitia Twita, watu hawakuiachia fursa ya kufanyia mzaha jambo hili: @MAkhnoukh: Habari za hivi punde: Gereza la Torah hivi sasa linaitwa Jamhuri ya Torah na raia wake wanadai uhuru."
As Ariel Arburola (@arielarburola) tweeted:,Kama Ariel Arburola (@arielarburola) alivyotangaza kwenye Twita:
"According to The Guardian newspaper, the aircraft lost radar contact in Vietnamese airspace.","Kwa mujibu wa gazeti la The Guardian, ndege hiyo ilipoteza mawasiliano na kifaa cha kuongozea ndege ikiwa kwenye anga la Vietnam."
"His Excellency Mr. Edgar Chagwa Lungu, President of the Republic of Zambia has today undergone two medical examinations at Maina Soko Military Hospital and Lusaka Trust Hospital respectively.","Mheshimiwa Edgar Chagwa Lungu, Rais wa Jamhuri ya Zambia amechunguzwa afya yake mara mbili kwenye Hospitali ya Kijeshi ya Maina Soko na Hospitali ya Lusaka Trust."
Blanka Nagy speaking at a rally in January 2019.,Blanka Nagy akizungumza katika maandamano ya Januari 2019.
