ha,yo
"Bulus ya zaci rayuwar da an sake kamar daidai kamar yadda Yakubu yake, “ Saboda haka, duk wanda ke na Almasihu, sabuwar halitta ne, tsohon al’amari duk ya shuɗe, ga shi, kome ya zama sabo” (2Korantiyawa 5:17)!","“ Nitorina, bi enikeni ba wa ninu Kristi, o di eda titán; ohun atijo ti koja lo: kiyesi  i, nwon si di titán ( 1 Korinti 5:17)!"
Amsa,Idahun
"Idan na samo saƙo ta hanyar rubutun asiri, zan nemi mai warwarewa ya taimaka da fashe tsarin rubutun.","Ti n ba ri oro ti o ru mi ni oju, ma wa eni ti o le ran mi lowo lati so itumo re."
"Sabon Alkawari ya maye gurbin tsohon alkawari lokacin da aka yanka hadaya, Lamban ragon Idin Passoveretarewa (1 Korantiyawa 5:7) (Ibrananci 8:8-13).","Májẹ̀mú Titun ti rọ́pò Májẹ̀mú Láíláí nígbàtí a ti fi Kristì, Ọ̀dọ́ Àgùtàn Ìrékọjá (1 Kọrinti 5:7), rúbọ (Heberu 8:8-13)."
"Wasu mutane sun gaskata kawai sassan Littafi Mai-Tsarki hurarre ne ko kuma tunani ne kawai ko ra'ayoyin da suka shafi addini aka hure, amma waɗannan ra'ayoyi game da wahayi sun gaza da'awar da Littafi Mai-Tsarki yake faɗa game da kanta.","Àwọn kan gbàgbọ́ wípé díẹ̀ lára Bíbélì ló ní ìmísí àbí àwọn èrò tàbí àwọn àbá tó nííṣe pẹ̀lu ẹ̀sìn nìkan ló ní ìmísí, ṣùgbọ́n àwọn ìwòye yìí nípa ìmísí kéré sí ohun tí Bíbélì sọ nípa ara rẹ̀."
"Ba makawa, hankalin wani mutum ba da daɗewa ba zai yi karo da na wani.","Láì lè yẹ̀bá fún, èrò ènìyàn kan nípa ohun tí ó tọ̀nà kò ní pẹ́ kọlu ti ẹlòmíràn."
(Zabura 19:1).,"“Nitori ohun re ti o farasin lati igba dida aiye a ri won gbangba, a nfi oye ohun ti a da mo o, ani agbara ati iwa-Olorun re aiyeraiye, ki nwon ki o le wa li airiwi."
"Kadan kawai na al’ajiban Yesu sun ƙunshi juya ruwa zuwa giya (Yahaya 2:7), warkad da makaho (Yahaya 9:7), gurgu (Markus 2:3), da masu ciwo (Matiyu 9:35; Markus 1:40-42),kuma har da tada mutane daga matattu (Yahaya 11:43-44; Luka 7:11-15; Markus 5:35).","O si se ise iyanu bi o si ti yi omi si oti wini (Johannu 2:7), o rin lori omi (Matteu 2:3), ati awon alaisan (Matteu 9:35; Maku 1:40-42), ti o si ji oku dide (Johannu 11:43-44; Luku 7:11-15; Maku 5:35)."
"Yayinda muka bada gaskiya gareshi, zamu sami ceto, an gafarta mana, an tsarkake mu, kuma anyi mana alkawarin gidan madawwami a sama.","Ṣùgbọ́n bí a bá kọ ẹ̀bun t'Ọlọ́run ti ìyè ayérayé, a má a dojúkọ àtúbọ̀tán ayérayé ti ìpinnu náà."
"Manyan bangarori uku na zunubi sune sha'awar jiki, sha'awar ido, da girman kai na rayuwa (1 Yahaya 2:16).","Kókó ìpele mẹ́ta ẹ̀ṣẹ̀ ni ìfẹ́kùfẹ́ ara, ìfẹ́kùfẹ́ ojú àti ìrera ayé (1 Johannu 2:16)."
"Shi kansa ya ɗauke zunubanmu a jikinsa a kan gungume, domin mu yi zamanmu matattu ga zunubi, rayayyu kuma ga adalci.","“He himself bore our sins in his body on the tree, so that we might die to sins and live for righteousness; by his wounds you have been healed” (1 Peter 2:24)."
Sunan sa Yesu ne.,“ ko si ohun kan ti Olorun ko le se” (Luku 1;37).
Mugun labari shine cewa hukuncin zunubi shine mutuwa.” Wanda yayi zunubi shi zai mutu” (Ezekiyel 18:4).,"“emi ti o ba se, iku ni ere re” (Esekieli 18;4)."
"A tiyoloji, zamanin mulki shine tsarin allahntaka na wani lokaci; kowane zamanin zamani ne da Allah ya ayyana.","Nínú ẹ̀kọ́ nípa Ọlọ́run, sáà kọ̀ọ̀kan ni ìṣàkóso láti òkè wá fún ìgbà kan; sáà kọ̀ọ̀kan jẹ́ àkókò tí a ti yan láti òkè wá."
"Saboda waɗannan dalilan da ƙari, halartar majami'a, sa hannu, da tarayya ya zama abubuwan yau da kullun na rayuwar mai bi.","Fún ìdí èyí àti òmíràn, lílọ sí ilé-ìjọ́sìn, kíkópa, àti ìdàpọ̀ gbọ́dọ̀ ṣe deede nínú ìgbé-ayé onígbàgbọ́."
Wannan kwata-kwata yayi daidai da misalin littafi mai tsarki na wahayi da Allah yake yawan amfani dasu don bayyana gaskiyar sa ga mutane a farkon zamanin Kiristanci.,Èyí bá àwọn àpẹẹrẹ àwọn ìran nínú Bíbélì mu pátàpátà nípa wípé Ọlọ́run ńlòó láti fi òtítọ́ Rẹ̀ hàn sí àwọn ènìyàn ní àkókò ìbẹ̀rẹ̀ ẹ̀sìn Kristiẹni.
"Idan babu wani abu kamar cikakkiyar gaskiya, to babu wani abin da ya dace daidai ko kuskure game da wani abu.","Bí kò bá sí ohun kan tí à ńpè ní òtítọ́ pátápátá, nígbà náà kò sí ohun tí ó tọ̀nà tàbí tí kò tọ̀nà nípa ohunkóhun."
"Littafi Mai Tsarki tana gaya mana cewa ba kaɗai akwai rai bayan mutuwa ba, amma rai madawwami mai ɗaukaka da”Abubuwan da ido bai taɓa gani ba, kunne bai taɓa ji ba, zuciyar mutum kuma ba ta ko riya ba, waɗanda Allah ya tanadar wamasu ƙaunarsa” (1 Korantiyawa 2:9).","Bibeli so fun wa wipe, “ki se ajinde leyin oku nikan sugbon iye ainipekun ninu ogo ti o ju o ti ri, eti ko ti gbo, okan wa ko mo ohun ti Oluwa ti Oluwa ti pese fun awon to ni ife re,” (1 Korinti 2;9)."
"Menene zai faru idan daidai ne a gare ni in yi biris da fitilun zirga-zirga, koda kuwa suna da ja?","Kíló ṣẹlẹ̀ bí ó bá ""tọ́"" fún mi láti gbójú kúrò fún iná fún dídarí ọkọ lójú pópónà, bí wọ́n tilẹ̀ tan iná pupa?"
Ikilisiyar Kirista sun ɗauka daga asali adadi 10% daga zakkar Tsohon Alƙawari kuma suka shafa ta a matsayin “mafi ƙanƙanta da aka bada shawara” don Kiristoci cikin bayarwar su.,Awon Kristiani ni o mu idamewa (10%) wa lati inu Majemu Lailai ti won si fi mule wipe “file eyi to kere ju” fun kristiani lati fi sile.
Kiristanci na game da gaskatawa cewa Kiristi ya mutu a kan gicciye a matsayin biya na zunubai na kanka da kuma ya tashi.,"Gbese ese wa si ti di sisan, ki awa si tele Oluwa."
"Sabuwar haifuwa, a sake haifuwa, ya zama aikin Allah ne ta yadda akan ba mutumin da ya gaskata rai madawwami (2 Korantiyawa 5:17; Titus 3:5; 1Bitrus 1:3; 1Yahaya 2:29; 3:9; 4:7; 5:1-4,18).","“Nitori naa bi enikeni ba wa ninu Kristi, o di eda titun; Ohun atijo ti koja lo; kiyesi i nwon si di titun” (2 Korinti 5;17a)."
"Sa’anan, kwana uku bayan gicciyewar sa, Ya tashi daga matattu, tabbataccen gaskiya daga ɗarurrukan shaidun ido (1Korantiyawa 15:6).","O si se ohun iyanu to po ni oju awon eniyan lati fi han wipe ohun ni (Johannu 21;24-25) ojo meta lehin igba ti a kan mo agbelebu, o si jinde, ti awon eniyan pupo si ri (1 Korinti 15:6)."
"Koyaya, akwai ayoyi bayyanannu waɗanda suka ambaci ranar farko ta mako.","Ṣùgbọ́n, àwọn ẹ̀sẹ̀ tí ó mẹ́nuba ọjọ́ àkọ́kọ̀ nínú ọ̀sẹ̀ wà kedere."
Yin tsari ba shine matsala ba.,Ṣíṣe ètò kọ́ ni ìṣòro.
"Ku natsu, ku kuma zauna a faɗake.","Peter proclaimed, “Be self-controlled and alert."
Abin da ya canza a tsawon shekaru shine abin da ke cikin imanin mai bi.,Ohun tí ó ti yípadà láti ìran dé ìran ni àkóónú ìgbàgbọ́ tí onígbàgbọ́.
Wannan rashin yarda ya gaza lura da wasu muhimman abubuwa.,Eyi ko je ki won so ni pato nipa re.
"Ba a bukatar kiyaye Asabar a wurin Kirista ""ko Asabar ko Lahadi ne.","A kò bèèrè kí Kristiẹni pa Ọjọ́ Ìsinmi mọ́ ""bóyá Ọjọ́ Àbámẹ́ta tàbí Ọjọ́ Àìku."
"Abin da mutum ya haifa mutum ne, abin da kuma Ruhu ya haifa ruhu ne.","Eyiti a bi nipa ti ara, ara ni, eyiti a si bi nipa ti emi, emi ni."
Amsa,Idahun
Na gode maka don alherinka mai ban mamaki da kuma gafara – kyautar rai madawwami!,"Ti o ba fe gba Jesu Kristi gege bi Olugbala, wo adura ranpe yi."
"Sa’anda mutane sun zo ga sanin Kiristi a matsayin mai ceton su, an kawo su cikin dangantaka tare da Allah mai bada tabbaci ceton su amana ce madawwamiya.","Nigbati awon enia b amo Kristi gege bi olugbala won, won yio si wa pelu ibatan pelu Olorun ti o si fun won ni ireti nipa igbala won."
Ya sanya hanya ta wurin biyan diyyar zunubanmu.,Òun ti jẹ́ kí ọ̀nà èyí ṣeéṣe nípa sísan owó fún àwọn ẹ̀ṣẹ̀ wa.
"A Fitowa sura 6 da mai zuwa, Allah ""ya shirya"" addini ga al'ummar Isra'ila.","Ní Ẹksodu orí 6 àti èyítí ó tẹ̀lée, Ọlọ́run ""ṣ'ètò"" ẹ̀sìn fún orílẹ̀-èdè Isrẹli."
Joshuwa an gaya mana cewa mabuɗin nasararsa cikin samun nasara bisa maƙiyansa (kwatancin yaƙin mu na ruhaniya) shine kar ya manta da wannan dabarar amma a maimako yayi tunani a kan ta yini da dare don ya iya kiyaye ta.,"O se pataki pe ti iwo ko ba se asaro ninu oro Olorun ni ojo jumo fun ilosiwaju, ki o si mo si okan lati le je ki Emi Mimo gbajoba, ki o si ma se lojojumo."
"Kanda Manzo Bulus ya faɗa, “don wannan abu ba a ɓoye aka yi shi ba” (Ayyukan Manzanni 26:26).","Bi aposteli Paulu se so, ‘A ko se eyi ni ikoko’ (ise Awon Aposteli 26;26)."
Yesu yana tilasta su su fahimci cewa Allah yana hukunta tunanin mutum da ayyukansa.,Jésù ńfi ipá mú wọn láti mọ̀ wípé Ọlọ́run ńse ìdájọ́ èrò ènìyàn àti iṣẹ́ rẹ̀ pẹ̀lú.
Allah cikin al’ajabi ya cece ni kuma ya canza rayuwata da ba zan iya taimakawa ba amma dai in yarda kuma in yabe kasancewar sa.,"Oluwa n mbe, awon eniyan si mo wipe o n mbe."
Kada muyi rayuwar kiristanci muyi al'ajabi da damuwa kowace rana shin muna da ceto da gaske ko a'a.,Àwa kò gbọ́dọ̀ máa gbé ìgbé ayé Kristiẹni wa kí ó má yé wa tàbí kí a máa ṣe àní-àní bóyá a ti gbà wá là ní òtítọ́ tàbí bẹ́ẹ̀ kọ̀.
"Wannan kalma tana wakiltar wani nau'i na musamman na ""soyayyar uwa"" Ra'ayin da ke fita daga wannan kalmar shine na kulawa da 'ya'yan mu, kula da su, rungumar su cikin kauna, biyan bukatun su, da kuma kaunar juna da tausayawa a matsayin kowacce baiwa ta musamman daga hannu na Allah.","Èrò tí ó jáde láti inú ọ̀rọ̀ náà ní ti ìkẹ́ àwọn ọmọ, àbójútó wọn, kíkó wọn mọ́ra pẹ̀lú ìfẹ́, bíbá àìní wọn pàdé àti bíbá ẹnìkọ̀ọ̀kan wọn ṣọ̀rẹ́ pẹ̀lẹ́pẹ̀lẹ́ gẹ́gẹ́ bí ẹ̀bùn tó yàtọ̀ láti ọwọ́ Ọlọ́run wá."
"Zai yiwu cewa Allah yayi canjin halittar dan adam don yafi baiwa mutane damar rayuwa ta hanyoyin halittu daban-daban, kamar duhun fatar 'yan Afirka wanda yafi karfin kayan kwayar halitta domin tsira da zafin rana mai yawa a Afirka.","Ó ṣeé ṣe kí Ọlọ́run yí àwọn àbùdá jẹ̀nẹ́tiki àjogúnbá padà láti jẹ́ kí àwọn ènìyàn yè nínú àgbègbè yóówù tí a bá dá wọn sí, fún àpẹẹrẹ, àwọ̀ ara dúdú tí ọmọ Afíríkà lè fara gba oru tí ó pọ̀ ní ilẹ́ Afíríkà."
Koma zuwa shafin gida na Hausa,Pada si oju ewe Yorùbá
"Zai zama wauta da rashin littafi mai tsarki idan anyi da'awar Allah baya warkar da mutane, yayi magana da mutane, kuma yayi alamu da al'ajibai ayau.","Yóò jẹ́ ìjẹ́rì òmùgọ̀ àti èyí tí kò bá Bíbélì mu láti wípé Ọlọ́run kò wo àwọn ènìyàn sàn, bá àwọn ènìyàn sọ̀rọ̀, tí kò sì ṣe àwọn iṣẹ́ àmì àti ìṣẹ́ ìyanu lóde òní."
"A sakamakon haka, ba girmamawa ga Allah ba ne ga mace da namiji su zauna tare ba tare da aure ba.","Fún ìdí èyí, kò jẹ́ ohun tí ó bú ọlá fún Ọlọ́run kí okùnrin kan àti obìnrin kan jọ gbé papọ̀ lóde tí ìgbéyàwó."
Dukan al'umman duniya za su roƙe ni in sa musu albarka kamar yadda na sa maka.’”,"Èmi ó sì sọ ọ́ di orílẹ̀-èdè ńlá, èmi ó sì bùsi fún ọ, èmi ó sì sọ orúkọ rẹ di ńlá, ìbùkún ni ìwọ ó sì jásí."
Ka lura kuma duk sauran lokatai cikin Linjila inda Yesu ke magana da Uba.,Ki o sit un wo gbogbo igba ti Jesu fi ba Baba re soro.
"Adamu da Hauwa'u sun zaɓi, cikin 'yanci bisa yardar kaina, su yi wa Allah rashin biyayya su ci' ya'yan itacen da aka hana.","Ádámù àti Éfà mọ̀ọ́mọ̀ yàn nípaṣẹ̀ ara wọn láti ṣe àìgbọràn sí Ọlọ́run, tí wọ́n sì jẹ èso tí á kò gbọ́dọ̀ jẹ."
Allah ya riga ya san abin da sakamakon zunubi zai kasance.,Ọlọ́run mọ̀ síwájú àkókò ohun tí àyọrísí ẹ̀ṣẹ̀ yóò jẹ́.
2) Munyi zunubi ga Allah kuma mun la'anci duk duniya (Farawa 3).,"2) Àwa ṣẹ̀ sí Ọlọ́run, a sì fi gbogbo ayé sí abẹ́ ègún (Jẹnẹsisi 3)."
Amsa,Idahun
Shin ba daidai ba ne a mai da hankali sosai kan kyaututtukan ruhaniya har mu rasa wasu dama na bautar Allah?,Ṣé ó burú láti gbájúmọ́ ẹ̀bùn ẹ̀mí tó bẹ́ẹ̀ tí a pàdánù ore-ọ̀fẹ́ míìrán láti sin Ọlọ́run?
"Allahntakar Yesu shine ya sa yayi shela, “Ni ne hanya, ni ne gaskiya, ni ne kuma rai.","Ki lo de Jesu se so wipe, “Emi ni ona, otito, ati iye ainipekun."
"Yana shafar kowane yanki na rayuwa, daga kuɗi zuwa ɗabi'a, daga siyasa zuwa fasaha.","Ó kó ipa nínú gbogbo abala ayé, láti owó sí ìhùwàsí, láti òṣèlú sí iṣẹ́-ọnà."
"Misalai 16:33 tana cewa, “mutane sukan jefa ƙuri’a don su san nufin Allah, amma Allah da kansa ne yake bada amsa.” Babu inda cikin Littafi Mai Tsarki da caca ko “ƙaddara” anyi amfani da su don nishaɗi ko an nuna kamar abin yi karɓaɓɓe don mabiyan Allah.","Owe 16;33 wipe, “A se keke da si isepo aaso; sugbon gbogbo idajo re lowo Oluwa ni.” Ko si ibi kan ninu Bibeli ti o so fun wa wipe tete-tita je ohun ti o dara tabi ohun ti luwa fe."
GotQuestions.org ba hidimar fassarar mafarkin kirista bane.,Àjọ GotQuestions.org kìí ṣe iṣẹ́ ìtumọ̀ àlá Kristiẹni.
"Za a kira shi, “Mashawarci, Mai Al’ajabi,” “Allah Maɗaukaki.” “Uba Madawwami.” “Sarkin Salama.”","a o sip e ni olugbala, Olorun alagbara, baba titi lailai, onifokan bale."
Ba a ba Assabaci Isra’ila ba coci.,"Isrẹli ni a fún ní Ọjọ́ Ìsinmi, kìí ṣe ìjọ."
"1) ""Kada ka kasance da waɗansu alloli sai ni.""",Àṣẹ yìí lòdì sí jíjọsìn sí èyíkéyì ọlọrún míìrán dípò Ọlọrun òtítọ kan ṣoṣo.
Amsa,Idahun
Koma zuwa shafin gida na Hausa,Pada si oju ewe Yorùbá
"Yahaya 3:16-17 tana ƙunshe da wannan saƙo mai ban mamaki, “ Saboda ƙaunar da Allah yayi wa duniya har ya bada makaɗaici Ɗansa , domin duk wanda ya gaskata da shi kada ya halaka, sai dai ya sami rai madawwami.","Johannu 3:16-17 fun wa ni iroyin iyanu yi wipe, “Nitori Olorun fe araye to bee ge ti o fi Omo re nikan so so fun wa, wipe enikeni ti o ba gbagbo ki o ma ba segbe sugbon ki o le ni iye ainipekun."
Aure bisa ga tushen Littafi Mai Tsarki yana rike Kristi a matsayin shugaban namiji da matar tare.,Ìgbéyàwó tí ó ba bìbélì mu ńfi Kristi ṣe ori ọkọ àti ìyàwó náà l'ápapọ̀.
Aikin da kaɗai an taƙura wa mataye daga yi shine koyarwa ko samun matsayin ruhaniya a bisa kan mazaje.,Ohun ti obirin ko le se ni ki won je oluko tabi ki won ni ase lori okonrin.
Babu inda Littafi Mai Tsarki ta taƙura wa mataye daga yin amfani da baye-bayensu na Ruhu Mai Tsarki ba (1Korantiyawa Sura 12).,Bibeli o ni pe ki awon obirn ma se ise ebun ti Emi Mimo fi fun won (1 Korinti ori 12).
"Littattafai suna koyar da cewa duka mutane masu zunubi ne (Romawa 3:9-18, 23).","Ìwé Mímọ́ kọ́ wa wípé gbogbo ènìyàn ni ẹlẹ́ṣẹ̀ (Romu 3:9-18, 23)."
"Allah zai zubo fushinsa bisa zunubi, mugunta, da mugunta.","Ọlọ́run yóò máa tú ìbínú rẹ̀ jáde lòdì sí ẹ̀ṣẹ̀, ibi, àti ìwà ìkà."
Lokacin bikin Idin ketarewa ne a ranar jajibirin mutuwarsa ne Yesu ya kafa wani sabon muhimmin abincin tarayya wanda muke kiyayewa har zuwa yau.,Ní àkókò àjọyọ̀ ògbólógbòó Àjọ Ìrékọjá ní àṣàálẹ́ ikú Rẹ̀ ni Jésù ṣe àgbékalẹ̀ oúnjẹ ìdàpọ̀ titun tó l'àpẹrẹ èyí tí à ńṣe títí di òní.
"Koyaya, dole ne mu tuna cewa Littafi Mai-Tsarki cikakke ne, tun da ya bayyana duk abin da muke buƙatar sani daga yanzu har zuwa lahira.","Ṣùgbọ̀n àwa gbọ́dọ̀ fi sọ́kàn wípé Bíbélì pé, ní wípé o ti fi ohun gbogbo tí a ní láti mọ̀ láti ìsínsìnyí dé ayérayé hàn."
"Littafi Mai Tsarki ya ce, misali, cewa mu “yi amfani da kowace dama” (Kolosiyawa 4:5).","Bíbélì sọ, fún àpẹẹrẹ, wípé a ní láti ""máa ṣe ìràpadà ìgbà"" (Kolosse 4:5)."
"Zai bi da tunani da matakan ka, kowace rana, ta maganarsa, Littafi Mai Tsarki “Zan koya maka hanyar zaka bi, zan koya maka, in kuma baka shawara” (Zabura 32:8).","Lati yan fun awon ti nsofo fun Sioni, lati fi oso fun won nipo eru, ororo ayo nipo ofo, aso iyin nipo emi ibanuje, ki ale pe won ni igi ododo, ogbin Oluwa, ki a le yin i logo” (Isaiah 61:1-3)."
"Idan haka ne ainihin lamarin, ta kowane hali, mahaifa yakamata yayi amfani da hanyoyin da zasu iya kawo canjin halaye da ake buƙata.","Bí ó bá rí bẹ́ẹ̀ ní tòótọ́, òbí gbọ́dọ̀ ríi wípé, ní gbogbo ọ̀nà, ó ńlo ọ̀nà tí ó so èso ìyípadà ìwà tí a nílò jùlọ."
"Wadanda basu yarda da Allah ba zasu iya tabbatar da cewa Allah baya rayuwa, misali, a tsakiyar rana, ko karkashin gajimare Jupiter, ko kuma a wani yanki mai nisa.","Àwọn ẹni tí kò gbàgbọ́ nínú Ọlọ́run kò lè fìdí rẹ̀ múlẹ̀ wípé Ọlọ́run kò sí, fún àpẹ̀ẹrẹ, ńgbé láàrín gbùngbùn òòrùn, tàbí lábẹ́ àwọn sáńmọ̀ ti Júpítérì, tàbí ní àwọn kùrukùru jí jìnjìnnà."
"Bulus ya kira Yesu “Allahnmu Mai Girma, Mai Cetonmu Yesu Almasihu” (Titus 2:13), kuma ya nuna cewa kafin zuwan sa cikin tsoka Yesu ya kasance cikin “Kamannin Allah” (Filibiyawa 2:5-8).","Paulu pe Jesu “Oba nla Olugbala” ( Titus 2:13), gege bi o ti wa si aye, o si “da bi Olorun” (Filemoni 2:5-8)."
Auren ‘yan luwadi/auren jinsi gurbatacce ne na tsarin aure kuma laifi ne ga Allah wanda ya halicci aure.,"Láti kàán ìgbéyàwó ọkùnrin sí ọkùnrin/ìgbéyàwó oní ẹ̀yà ara kannáà nípá yóò jẹ láti fí ọwọ́ sí ìgbé-ayé ìbálòpọ ẹlẹyà ara kan náà, èyí tí Bíbélì dálẹbi kedere àti pẹ̀lú ìtẹpẹlẹmọ gẹ́gẹ́ bíi èyí tí ó kún fún ẹ̀ṣẹ̀."
Babban fasalin sabuwar duniya shine Sabuwar Urushalima.,"Ayé titun ni ibití Jerúsálẹ́mù titun, ìlú ọ̀run, yóò tẹ̀dó sí."
Tabbas ba haka bane!,"Rárá o, kò rí bẹ̀ẹ!"
"Allah zai tayar da dukkan masu imani waɗanda suka mutu, zai ba su jikuna ɗaukaka kuma ya ɗauke su daga duniya, tare da dukan masu bi masu rai waɗanda suma za a ba su jigajigan masu ɗaukaka a lokacin.","Ọlọ́run yóò jí àwọn onígbàgbọ́ tí ó ti kú dìde, yóò fún wọn ní ara tí ó lógo, yóò sì gbà wọ́n kúrò láyé pẹ̀lú gbogbo onígbàgbọ́ tí ó wà láàyè, tí àwọn náà yóò sì gbé àgọ́ ara tí ó lógo wọ̀ nígbà náà."
Mutuwar Yesu Kiristi shine kafara,Àwa kò lè gba ara wa là; a nílò arọ́pò kan láti gba ipò wa.
"Bayan ambaliyar, lokacin da harsuna daban-daban suka wanzu, kungiyoyin da ke magana da yare ɗaya sun ƙaura tare da wasu masu yare ɗaya.","Lẹ́yìn ìkún omi, tí àwọn èdè míìrán wà, àwọn ẹgbẹ́ tí ó ńsọ èdè kańáà, kó lọ pẹ̀lú àwọn míìrán tí ó ńsọ irú èdè náà."
English,English
"Wahayin Yahaya 19:11-21 ya bayyana yakin ƙarshe da Kristi, babban kwamandan da ke yin hukunci da yin yaƙi “da adalci” (aya 11).","Iwé Ifíhàn 19:11-21 ṣe àpèjúwe ogun ìkẹyìn pẹ̀lú Kristi, oluṣẹ́gùn olórí ogun tí yóò ṣe ìdájọ́, tí ó sì ńjagun ""pẹ̀lú òdodo"" (ẹsẹ̀ 11)."
Bukatar samun ceto koyaushe bangaskiya ce.,Àmúyẹ fún ìgbàlà ti jẹ́ ìgbàgbọ́ láti ìgbàgbogbo.
"A duk tarihin Isra’ila, yawancin rikice-rikicen da Isra’ilawa suka fuskanta sun shafi rikici da tsari na addinai.","Fún gbogbo ìtàn Isrẹli, ọ̀pọ̀lọpọ̀ ìrírí ìjà àwọn ọmọ Isrẹli jẹ́ pẹ̀lú àwọn ẹ̀sìn elétò."
"Mun san cewa daga ba komai, babu abin da ke zuwa.","A mọ̀ wípé láti inú òfo, kò sí ǹkankan."
Kiristanci kamar yadda aka koyar a cikin Littafi Mai Tsarki ita kanta kallon duniya ce.,Jíjẹ́ Kristiẹni nínú ara rẹ̀ gẹ́gẹ́ bí Bíbélì ṣe kọ́ wa jẹ́ ìwò nípa ayé.
"Yawancin lokaci, sakamakon zunubi, tsarin kwayar halittar mutum ya ƙara lalacewa, kuma 'yan adam suna daɗa saurin mutuwa da cuta.","Lọ́pọ̀ ìgbà, nítorí ẹ̀ṣẹ̀, àwọn kóòdù jẹ̀nẹ́tiki ìran ènìyàn díbàjẹ́ síwájú si, tí àwọn ènìyàn sì ńṣe alábápàdé ikú àti àìsàn síi."
Koma zuwa shafin gida na Hausa,Pada si oju ewe Yorùbá
Clement na Rome ya ambata aƙalla littattafan Sabon Alkawari takwas (A.D. 95).,Clement ti Romu dárúkọ ó kéré jù ìwé Májẹ̀mú Titun mẹ́jọ (ní ọdún 95 lẹ́yìn ikú Kristi).
"Yabo ya tabbata ga Allah cewa, ta wurin Yesu, zamu iya tserewa daga wannan makoma ta har abada (Yahaya 3:16, 18, 36).","Ìyìn ní fún Ọlọ́run wípé, nípasẹ̀ Jésù, a le bọ́ lọ́wọ́ ikú ayérayé yìí (Johannu 3:16, 18, 36)."
"Baftismar Kiristi na da muhimmanci don ta zama matakin biyayya –a sanar a fili da bangaskiya cikin Kiristi da miƙa wuya gare shi, kuma da kamantuwa tare da mutuwar Kiristi, binnewa, da tashi daga matattu.","Eyi je ofin naa- ki a si so wipe igbagbo wa ninu Kristi a si ti fi gbogbo re le lowo, ti a si ti jeri iku Kristi, ibi iku re ati ajinde re."
"Ya kamata mu bar sanin gaba, zaɓe, da ƙaddara wani sashi ga Allah kuma a sauƙaƙa mu yi biyayya cikin raba Bishara.","Kí àwa kí ó fi ìpin mímọ̀ tẹ́lẹ̀, ìdìbò yàn, àti tí asọtẹ́lẹ̀ sílẹ̀ fún Ọlọ̀run kí a gbọ́ràn nípa ṣíṣe àjọpín Ìhìnrere."
